,home_team,home_score,away_team,away_score,winner,wins_home,losses_home,FG%_home,3PT FG%_home,FT%_home,offensive_rating_home,defensive_rating_home,average_assists_home,average_rebounds_home,wins_away,losses_away,FG%_away,3PT FG%_away,FT%_away,offensive_rating_away,defensive_rating_away,average_assists_away,average_rebounds_away
195,29,101,1,126,0,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
196,21,112,25,104,1,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
197,30,113,22,98,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
198,10,124,26,110,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
199,16,92,28,101,0,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21
200,8,103,24,106,0,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
201,15,130,3,119,1,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
202,14,107,9,109,0,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
203,13,130,17,112,1,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
204,27,96,5,91,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
205,12,107,25,106,1,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
206,22,132,18,122,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
207,2,110,30,102,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
208,26,107,6,108,0,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
209,16,127,8,99,1,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
210,10,109,1,117,0,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
211,7,134,15,133,1,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
212,3,111,24,101,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
213,4,128,5,121,1,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
214,29,124,21,122,1,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
215,11,114,6,113,1,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
216,2,109,19,112,0,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
217,14,113,7,118,0,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
218,27,119,17,97,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
219,12,106,18,102,1,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
220,13,137,5,129,1,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
221,16,97,8,98,0,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
222,4,123,17,92,1,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
223,22,114,29,102,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
224,11,123,6,102,1,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
225,26,121,1,107,1,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
226,30,119,14,111,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
227,19,105,25,101,1,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
228,10,128,3,83,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
229,20,119,24,129,0,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
230,27,121,7,114,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
231,2,115,9,106,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
232,23,109,13,113,0,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
233,8,108,5,110,0,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
234,18,107,2,101,1,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
235,22,114,14,96,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
236,11,101,19,115,0,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
237,29,115,13,106,1,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
238,1,125,16,112,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
239,25,113,12,105,1,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
240,21,98,9,112,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
241,20,126,8,131,0,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
242,17,110,10,129,0,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
243,7,116,5,125,0,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
244,3,124,27,107,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
245,18,110,19,108,1,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
246,6,99,2,107,0,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
247,24,129,14,132,0,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
248,1,122,13,104,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
249,25,110,12,107,1,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
250,28,128,29,122,1,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
251,23,132,10,111,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
252,30,117,22,102,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
253,20,123,26,119,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
254,17,94,4,105,0,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
255,15,108,5,102,1,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
256,3,129,7,118,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
257,27,104,8,114,0,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
258,21,105,16,100,1,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
259,28,118,20,105,1,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
260,15,113,7,112,1,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
261,9,111,14,97,1,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
262,19,114,3,137,0,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
263,27,114,11,100,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
264,29,98,25,106,0,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
265,1,130,12,121,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
266,5,94,22,102,0,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
267,24,123,23,127,0,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42
268,30,124,16,115,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
269,2,104,29,101,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
270,12,142,19,127,1,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
271,1,140,18,105,1,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
272,9,109,6,102,1,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
273,21,100,22,88,1,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
274,10,105,20,101,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
275,7,107,26,114,0,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
276,13,117,15,122,0,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
277,4,115,11,116,0,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
278,5,110,24,140,0,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
279,16,116,3,113,1,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
280,14,112,27,118,0,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
281,6,108,29,125,0,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
282,9,113,12,107,1,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
283,24,103,30,109,0,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
284,10,126,21,108,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
285,20,119,17,111,1,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
286,8,120,28,100,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21
287,15,132,26,113,1,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
288,7,125,27,112,1,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
289,4,128,14,109,1,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
290,18,117,12,116,1,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
291,29,117,8,109,1,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
292,1,116,25,120,0,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
293,9,114,21,105,1,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
294,22,107,6,96,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
295,30,129,4,133,0,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
296,23,117,2,109,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
297,17,99,10,117,0,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
298,15,121,28,122,0,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21
299,7,139,11,119,1,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
300,3,119,26,111,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
301,24,100,16,121,0,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
302,27,96,13,123,0,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
303,18,96,30,105,0,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
304,21,121,6,108,1,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17
305,19,128,20,135,0,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
306,3,120,28,101,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21
307,7,111,14,116,0,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
308,10,121,8,106,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
309,17,95,15,133,0,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
310,9,92,1,103,0,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
311,24,92,22,81,1,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
312,12,119,4,130,0,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
313,14,116,11,100,1,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
314,18,117,27,119,0,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
315,6,102,30,109,0,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
316,29,114,20,121,0,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
317,21,110,1,116,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
318,28,132,2,123,1,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75
319,23,101,25,93,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
320,16,130,15,111,1,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
321,3,104,11,112,0,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
322,22,116,4,102,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
323,25,96,5,116,0,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
324,8,115,16,116,0,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
325,6,116,27,111,1,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
326,9,122,18,116,1,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
327,26,115,12,111,1,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
328,23,123,20,102,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
329,30,126,13,113,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
330,19,121,11,115,1,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31
331,10,104,5,98,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
332,7,124,3,123,1,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
333,15,98,1,125,0,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
334,25,115,27,110,1,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39
335,17,118,28,109,1,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21
336,14,120,8,121,0,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25
337,18,102,24,121,0,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
338,11,121,12,111,1,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83
339,6,113,21,109,1,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
340,9,120,29,116,1,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
341,22,95,13,106,0,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
342,10,128,15,117,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
343,7,108,19,118,0,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
344,16,105,30,106,0,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
345,25,111,17,115,0,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42
346,11,133,9,136,0,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
347,22,110,20,102,1,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
348,26,144,16,115,1,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96
349,3,123,1,107,1,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
350,8,115,7,110,1,49,28,79.61,37.96,75.1,115.65,112.95,28.77,43.25,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75
351,10,129,15,124,1,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
352,5,117,4,124,0,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26
353,24,112,13,99,1,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
354,6,111,21,99,1,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01
355,2,131,18,113,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45
356,29,123,26,122,1,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23
357,28,97,30,92,1,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11
358,11,82,25,87,0,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
359,12,100,9,112,0,32,40,79.0,35.28,78.07,113.26,114.36,25.43,43.83,41,31,79.12,38.09,79.88,113.25,111.67,25.51,40.42
360,23,128,29,103,1,44,25,78.59,34.81,74.24,116.68,112.14,26.06,46.42,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
361,16,121,20,114,1,33,40,78.08,36.93,76.39,113.66,114.0,22.86,38.96,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74
362,17,112,22,111,1,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,43,27,79.1,36.94,78.29,112.57,107.67,24.56,41.01
363,14,133,19,112,1,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42,37,36,79.44,36.03,75.59,115.05,115.51,25.81,42.15
364,27,113,1,93,1,41,36,78.61,37.7,77.69,113.56,112.99,23.99,43.39,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
365,2,123,13,103,1,46,26,79.25,39.14,83.32,115.43,111.9,25.15,40.75,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
366,30,128,3,111,1,55,20,79.3,37.1,73.93,117.6,113.45,25.95,49.11,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
367,28,111,15,97,1,21,52,78.83,33.13,75.27,110.92,118.38,22.41,46.21,41,33,77.73,37.6,79.44,113.43,111.32,27.04,44.03
368,7,121,10,100,1,33,44,78.49,35.16,78.27,116.51,118.17,25.78,45.75,42,33,79.25,36.96,79.22,115.09,112.36,26.09,43.63
369,4,118,1,122,0,40,32,79.07,35.06,76.73,117.14,115.24,25.71,46.26,54,23,77.85,37.77,80.47,117.39,110.87,26.75,45.45
370,18,134,5,141,0,25,51,77.91,33.32,74.51,111.16,117.66,25.29,44.45,14,55,77.78,35.57,77.4,110.48,118.41,23.29,42.07
371,11,125,3,119,1,29,41,78.31,36.79,78.36,115.94,118.99,26.94,41.31,38,33,78.94,38.61,79.35,118.59,116.66,29.75,44.89
372,6,135,29,124,1,30,46,78.51,34.92,78.58,111.2,113.58,23.17,43.17,37,36,77.92,35.2,81.62,118.7,117.82,24.89,44.89
373,21,123,13,124,0,35,40,76.74,34.06,78.37,112.43,111.73,24.08,43.01,44,32,79.42,37.13,78.62,120.59,118.2,27.37,42.5
374,26,120,24,128,0,34,39,78.99,35.31,80.99,112.52,111.9,24.21,42.23,40,34,77.8,35.09,76.56,115.82,113.61,22.61,46.69
375,20,108,25,110,0,38,40,78.0,35.76,80.58,117.14,116.35,24.14,43.74,40,32,77.42,34.86,83.08,110.08,109.83,24.07,40.57
376,17,112,14,128,0,21,53,78.28,34.76,74.49,112.49,121.97,27.07,43.42,29,48,78.31,36.68,79.39,113.01,117.74,24.03,40.42
