PLAYER_ID;PLAYER_NAME;NICKNAME;TEAM_ABBREVIATION
1630201;Malachi Flynn;Malachi;DET
1631103;Malaki Branham;Malaki;SAS
1627763;Malcolm Brogdon;Malcolm;POR
1630792;Malcolm Hill;Malcolm;CHI
1627736;Malik Beasley;Malik;MIL
1628370;Malik Monk;Malik;SAC
1629603;Mamadi Diakite;Mamadi;CLE
1630699;MarJon Beauchamp;MarJon;MIL
202694;Marcus Morris Sr.;Marcus;PHI
203935;Marcus Smart;Marcus;MEM
1631109;Mark Williams;Mark;CHA
1628365;Markelle Fultz;Markelle;ORL
202693;Markieff Morris;Markieff;DAL
1630250;Marko Simonovic;Marko;CHI
1628963;Marvin Bagley III;Marvin;WAS
203486;Mason Plumlee;Mason;LAC
1629680;Matisse Thybulle;Matisse;POR
1630346;Matt Ryan;Matt;MIN
203521;Matthew Dellavedova;Matthew;SAC
1631108;Max Christie;Max;LAL
1629622;Max Strus;Max;CLE
1628467;Maxi Kleber;Maxi;DAL
1630593;McKinley Wright IV;McKinley;DAL
203086;Meyers Leonard;Meyers;MIL
1629662;Mfiondu Kabengele;Mfiondu;BOS
1630695;Micah Potter;Micah;UTA
203487;Michael Carter-Williams;Michael;ORL
1630701;Michael Foster Jr.;Michael;PHI
1629008;Michael Porter Jr.;Michael;DEN
1628969;Mikal Bridges;Mikal;BKN
201144;Mike Conley;Mike;MIN
203488;Mike Muscala;Mike;DET
1630540;Miles McBride;Miles;NYK
1629011;Mitchell Robinson;Mitchell;NYK
1628964;Mo Bamba;Mo;PHI
1626149;Montrezl Harrell;Montrezl;PHI
1628420;Monte Morris;Monte;MIN
1629021;Moritz Wagner;Moritz;ORL
1629650;Moses Brown;Moses;POR
1630541;Moses Moody;Moses;GSW
1631217;Moussa Diabate;Moussa;LAC
1626167;Myles Turner;Myles;IND
1630230;Naji Marshall;Naji;NOP
1629642;Nassir Little;Nassir;PHX
1631466;Nate Williams;Nate;POR
1630233;Nathan Knight;Nathan;MIN
1629675;Naz Reid;Naz;MIN
1629674;Neemias Queta;Neemias;SAC
203457;Nerlens Noel;Nerlens;SAC
1629651;Nic Claxton;Nic;BKN
1630208;Nick Richards;Nick;CHA
1629638;Nickeil Alexander-Walker;Nickeil;MIN
201587;Nicolas Batum;Nicolas;PHI
203999;Nikola Jokic;Nikola;DEN
1631107;Nikola Jovic;Nikola;MIA
202696;Nikola Vucevic;Nikola;CHI
203943;Noah Vonleh;Noah;BOS
1626181;Norman Powell;Norman;LAC
1628384;OG Anunoby;OG;NYK
1630167;Obi Toppin;Obi;IND
1630534;Ochai Agbaji;Ochai;UTA
1630846;Olivier Sarr;Olivier;OKC
1630209;Omer Yurtseven;Omer;UTA
1630168;Onyeka Okongwu;Onyeka;ATL
1631115;Orlando Robinson;Orlando;MIA
1629052;Oshae Brissett;Oshae;BOS
203490;Otto Porter Jr.;Otto;TOR
1631172;Ousmane Dieng;Ousmane;OKC
200782;P.J. Tucker;P.J.;LAC
1629023;P.J. Washington;P.J.;DAL
1628408;PJ Dozier;PJ;SAC
1631094;Paolo Banchero;Paolo;ORL
1627783;Pascal Siakam;Pascal;IND
1626192;Pat Connaughton;Pat;MIL
1631116;Patrick Baldwin Jr.;Patrick;WAS
201976;Patrick Beverley;Patrick;PHI
1630172;Patrick Williams;Patrick;CHI
201988;Patty Mills;Patty;ATL
202331;Paul George;Paul;LAC
1630194;Paul Reed;Paul;PHI
1630202;Payton Pritchard;Payton;BOS
1631212;Peyton Watson;Peyton;DEN
1630173;Precious Achiuwa;Precious;NYK
1629656;Quentin Grimes;Quentin;DET
1631245;Quenton Jackson;Quenton;WAS
1630181;R.J. Hampton;R.J.;DET
1629628;RJ Barrett;RJ;TOR
1630564;RaiQuan Gray;RaiQuan;BKN
203526;Raul Neto;Raul;CLE
203493;Reggie Bullock Jr.;Reggie;SAS
202704;Reggie Jackson;Reggie;DEN
1626158;Richaun Holmes;Richaun;WAS
201937;Ricky Rubio;Ricky;CLE
203496;Robert Covington;Robert;PHI
1629057;Robert Williams III;Robert;POR
201577;Robin Lopez;Robin;MIL
203585;Rodney McGruder;Rodney;DET
1629641;Romeo Langford;Romeo;UTA
1631199;Ron Harper Jr.;Ron;TOR
1626220;Royce O'Neale;Royce;BKN
200752;Rudy Gay;Rudy;OKC
203497;Rudy Gobert;Rudy;MIN
1629060;Rui Hachimura;Rui;LAL
201566;Russell Westbrook;Russell;LAC
1627853;Ryan Arcidiacono;Ryan;DET
1631157;Ryan Rollins;Ryan;WAS
1630240;Saben Lee;Saben;PHX
1630180;Saddiq Bey;Saddiq;ATL
1630573;Sam Hauser;Sam;BOS
1630241;Sam Merrill;Sam;CLE
1630572;Sandro Mamukelashvili;Sandro;SAS
1630583;Santi Aldama;Santi;MEM
1630567;Scottie Barnes;Scottie;TOR
1630590;Scotty Pippen Jr.;Scotty;LAL
201586;Serge Ibaka;Serge;MIL
203552;Seth Curry;Seth;CHA
1631101;Shaedon Sharpe;Shaedon;POR
1628983;Shai Gilgeous-Alexander;Shai;OKC
1629003;Shake Milton;Shake;DET
1627885;Shaquille Harrison;Shaquille;LAL
1631323;Simone Fontecchio;Simone;UTA
1630219;Skylar Mays;Skylar;POR
203915;Spencer Dinwiddie;Spencer;TOR
1626169;Stanley Johnson;Stanley;SAS
1630649;Stanley Umude;Stanley;DET
201939;Stephen Curry;Stephen;GSW
1628425;Sterling Brown;Sterling;LAL
203500;Steven Adams;Steven;HOU
1629004;Svi Mykhailiuk;Svi;BOS
204456;T.J. McConnell;T.J.;IND
203933;T.J. Warren;T.J.;PHX
201959;Taj Gibson;Taj;WAS
1629659;Talen Horton-Tucker;Talen;UTA
1631106;Tari Eason;Tari;HOU
1627752;Taurean Prince;Taurean;LAL
1629611;Terance Mann;Terance;LAC
1629056;Terence Davis;Terence;SAC
203082;Terrence Ross;Terrence;na
1626179;Terry Rozier;Terry;MIA
1630678;Terry Taylor;Terry;CHI
201152;Thaddeus Young;Thaddeus;BKN
203648;Thanasis Antetokounmpo;Thanasis;MIL
1630177;Theo Maledon;Theo;CHA
1629033;Theo Pinson;Theo;DAL
1628418;Thomas Bryant;Thomas;MIA
203501;Tim Hardaway Jr.;Tim;DAL
202699;Tobias Harris;Tobias;PHI
1628396;Tony Bradley;Tony;CHI
1628470;Torrey Craig;Torrey;CHI
1629027;Trae Young;Trae;ATL
1630200;Tre Jones;Tre;SAS
1630544;Tre Mann;Tre;CHA
1630570;Trendon Watford;Trendon;POR
1630235;Trent Forrest;Trent;ATL
1630243;Trevelin Queen;Trevelin;IND
1631309;Trevor Hudgins;Trevor;HOU
1631211;Trevor Keels;Trevor;NYK
1626168;Trey Lyles;Trey;SAC
1630530;Trey Murphy III;Trey;NOP
1628972;Troy Brown Jr.;Troy;DET
1629660;Ty Jerome;Ty;CLE
1631102;TyTy Washington Jr.;TyTy;OKC
1628416;Tyler Dorsey;Tyler;DAL
1629639;Tyler Herro;Tyler;MIA
1630169;Tyrese Haliburton;Tyrese;IND
1631213;Tyrese Martin;Tyrese;ATL
1630178;Tyrese Maxey;Tyrese;PHI
1626145;Tyus Jones;Tyus;WAS
1628962;Udoka Azubuike;Udoka;UTA
2617;Udonis Haslem;Udonis;na
1630586;Usman Garuba;Usman;OKC
1630176;Vernon Carey Jr.;Vernon;UTA
203506;Victor Oladipo;Victor;MEM
1631246;Vince Williams Jr.;Vince;MEM
1628427;Vlatko Cancar;Vlatko;DEN
1630249;Vit Krejci;Vit;ATL
1631117;Walker Kessler;Walker;UTA
1628976;Wendell Carter Jr.;Wendell;ORL
1631111;Wendell Moore Jr.;Wendell;MIN
1629117;Wenyen Gabriel;Wenyen;LAL
202083;Wesley Matthews;Wesley;ATL
203115;Will Barton;Will;TOR
1626195;Willy Hernangomez;Willy;NOP
1641645;Xavier Cooks;Xavier;WAS
1629875;Xavier Moon;Xavier;LAC
1630270;Xavier Sneed;Xavier;CHA
1630214;Xavier Tillman;Xavier;BOS
1629139;Yuta Watanabe;Yuta;PHX
1628380;Zach Collins;Zach;UTA
203897;Zach LaVine;Zach;CHI
1630192;Zeke Nnaji;Zeke;DEN
1630533;Ziaire Williams;Ziaire;MEM
1629627;Zion Williamson;Zion;NOP
